"1_HASH","2_REFACTORINGTYPE","3_OCORRIDO"
"7373b9893a976c1edc5f0cf184b83c3a5957c4e3","ADD_CLASS_ANNOTATION","Add Class Annotation Add Class Annotation	@SuppressWarnings({""SameNameButDifferent"" ""NullableTypeParameter"" ""TruthSelfEquals""}) in class com.google.auto.value.AutoValueJava8Test"
"39b998770ac586c443d26c4507705e30de791363","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private generatedClassName(type TypeElement  prefix String) : String from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private generatedSubclassName(type TypeElement  depth int) : String from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private getAnnotationsMarkedWithInherited(element Element) : Set<String> from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	TypeSimplifier to void in method private defineVarsForType(type TypeElement  vars AutoValueTemplateVars  toBuilderMethods ImmutableSet<ExecutableElement>  propertyMethods ImmutableSet<ExecutableElement>  builder Optional<BuilderSpec.Builder>) : void from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	result : ImmutableList.Builder<String> to result : ImmutableList.Builder<AnnotationMirror> in method private annotationsToCopy(autoValueType Element  typeOrMethod Element  excludedAnnotations Set<String>) : ImmutableList<AnnotationMirror> from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	ImmutableList<String> to ImmutableList<AnnotationMirror> in method private annotationsToCopy(autoValueType Element  typeOrMethod Element  excludedAnnotations Set<String>) : ImmutableList<AnnotationMirror> from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method private copyAnnotations(autoValueType Element  typeOrMethod Element  typeSimplifier TypeSimplifier  excludedAnnotations Set<String>) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	ImmutableList<String> to ImmutableList<AnnotationMirror> in method private propertyMethodAnnotations(type TypeElement  method ExecutableElement  excludedAnnotationsMap ImmutableSetMultimap<ExecutableElement String>) : ImmutableList<AnnotationMirror> from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method private propertyMethodAnnotations(type TypeElement  method ExecutableElement  excludedAnnotationsMap ImmutableSetMultimap<ExecutableElement String>  typeSimplifier TypeSimplifier) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	propertyType : String to propertyType : TypeMirror in method private classifyMethods(methods Iterable<ExecutableElement>  autoValueHasToBuilder boolean) : boolean from class com.google.auto.value.processor.BuilderMethodClassifier"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method private BuilderMethodClassifier(errorReporter ErrorReporter  processingEnv ProcessingEnvironment  autoValueClass TypeElement  builderType TypeElement  getterToPropertyName ImmutableBiMap<ExecutableElement String>  typeSimplifier TypeSimplifier) from class com.google.auto.value.processor.BuilderMethodClassifier"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method package classify(methods Iterable<ExecutableElement>  errorReporter ErrorReporter  processingEnv ProcessingEnvironment  autoValueClass TypeElement  builderType TypeElement  getterToPropertyName ImmutableBiMap<ExecutableElement String>  typeSimplifier TypeSimplifier  autoValueHasToBuilder boolean) : Optional<BuilderMethodClassifier> from class com.google.auto.value.processor.BuilderMethodClassifier"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method package defineVars(vars AutoValueTemplateVars  typeSimplifier TypeSimplifier  getterToPropertyName ImmutableBiMap<ExecutableElement String>) : void from class com.google.auto.value.processor.BuilderSpec.Builder"
"39b998770ac586c443d26c4507705e30de791363","EXTRACT_OPERATION","Extract Method Extract Method	private parameterTypeString(setter ExecutableElement  parameterType TypeMirror) : String extracted from public PropertySetter(setter ExecutableElement  propertyType TypeMirror  typeSimplifier TypeSimplifier) in class com.google.auto.value.processor.BuilderSpec.PropertySetter"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method public PropertySetter(setter ExecutableElement  propertyType TypeMirror  typeSimplifier TypeSimplifier) from class com.google.auto.value.processor.BuilderSpec.PropertySetter"
"39b998770ac586c443d26c4507705e30de791363","EXTRACT_VARIABLE","Extract Variable Extract Variable	typeMirror : TypeMirror in method public getGwtType() : String from class com.google.auto.value.processor.GwtSerialization.Property"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	rawTypeSpelling : String in method private Optionalish(optionalType DeclaredType  rawTypeSpelling String) from class com.google.auto.value.processor.Optionalish"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	rawTypeSpelling : String in method package createIfOptional(type TypeMirror  rawTypeSpelling String) : Optionalish from class com.google.auto.value.processor.Optionalish"
"39b998770ac586c443d26c4507705e30de791363","ADD_PARAMETER","Add Parameter Add Parameter	builderTypeMirror : TypeMirror in method package PropertyBuilder(propertyBuilderMethod ExecutableElement  builderType String  builderTypeMirror TypeMirror  initializer String  beforeInitDefault String  initDefault String  builtToBuilder String  copyAll String) from class com.google.auto.value.processor.PropertyBuilderClassifier.PropertyBuilder"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_PARAMETER","Remove Parameter Remove Parameter	typeSimplifier : TypeSimplifier in method package PropertyBuilderClassifier(errorReporter ErrorReporter  typeUtils Types  elementUtils Elements  builderMethodClassifier BuilderMethodClassifier  getterToPropertyName ImmutableBiMap<ExecutableElement String>  typeSimplifier TypeSimplifier  eclipseHack EclipseHack) from class com.google.auto.value.processor.PropertyBuilderClassifier"
"39b998770ac586c443d26c4507705e30de791363","RENAME_VARIABLE","Rename Variable Rename Variable	referenced : Set<TypeMirror> to topLevelTypes : Set<TypeMirror> in method package TypeSimplifier(typeUtils Types  packageName String  types Set<TypeMirror>  base TypeMirror) from class com.google.auto.value.processor.TypeSimplifier"
"39b998770ac586c443d26c4507705e30de791363","ADD_CLASS_MODIFIER","Add Class Modifier Add Class Modifier	static in class com.google.auto.value.processor.SimplifyWithAnnotationsTest.TestProcessor"
"39b998770ac586c443d26c4507705e30de791363","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private typesFromTestClass(type TypeElement) : ImmutableMap<String TypeMirror> from class com.google.auto.value.processor.SimplifyWithAnnotationsTest.TestProcessor"
"39b998770ac586c443d26c4507705e30de791363","ADD_CLASS_MODIFIER","Add Class Modifier Add Class Modifier	static in class com.google.auto.value.processor.TypeEncoder.RawEncodingTypeVisitor"
"39b998770ac586c443d26c4507705e30de791363","ADD_CLASS_MODIFIER","Add Class Modifier Add Class Modifier	static in class com.google.auto.value.processor.TypeEncoder.EncodingTypeVisitor"
"39b998770ac586c443d26c4507705e30de791363","ADD_CLASS_MODIFIER","Add Class Modifier Add Class Modifier	static in class com.google.auto.value.processor.TypeEncoder.AnnotatedEncodingTypeVisitor"
"39b998770ac586c443d26c4507705e30de791363","INLINE_VARIABLE","Inline Variable Inline Variable	name : String in method public visitDeclared(type DeclaredType  sb StringBuilder) : StringBuilder from class com.google.auto.value.processor.TypeSimplifier.ToStringAnnotatedTypeVisitor"
"39b998770ac586c443d26c4507705e30de791363","EXTRACT_CLASS","Extract Class Extract Class	com.google.auto.value.processor.TypeEncoder from class com.google.auto.value.processor.TypeSimplifier"
"39b998770ac586c443d26c4507705e30de791363","EXTRACT_CLASS","Extract Class Extract Class	com.google.auto.value.processor.TypeEncoderTest from class com.google.auto.value.processor.TypeSimplifierTest"
"39b998770ac586c443d26c4507705e30de791363","REMOVE_ATTRIBUTE_MODIFIER","Remove Attribute Modifier Remove Attribute Modifier	final in attribute private typeUtils : Types from class com.google.auto.value.processor.TypeSimplifier"
"39b998770ac586c443d26c4507705e30de791363","MOVE_ATTRIBUTE","Move Attribute Move Attribute	private typeUtils : Types from class com.google.auto.value.processor.TypeSimplifier to private typeUtils : Types from class com.google.auto.value.processor.TypeEncoder.TypeRewriter"
"39b998770ac586c443d26c4507705e30de791363","MOVE_ATTRIBUTE","Move Attribute Move Attribute	private typeUtils : Types from class com.google.auto.value.processor.TypeSimplifier to private typeUtils : Types from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	package formalTypeParametersString(type TypeElement) : String from class com.google.auto.value.processor.TypeSimplifier to package formalTypeParametersString(type TypeElement) : String from class com.google.auto.value.processor.TypeEncoder"
"39b998770ac586c443d26c4507705e30de791363","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method package formalTypeParametersString(type TypeElement) : String from class com.google.auto.value.processor.TypeEncoder"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	private appendTypeParameterWithBounds(sb StringBuilder  typeParameter TypeParameterElement) : void from class com.google.auto.value.processor.TypeSimplifier to private appendTypeParameterWithBounds(sb StringBuilder  typeParameter TypeParameterElement) : void from class com.google.auto.value.processor.TypeEncoder"
"39b998770ac586c443d26c4507705e30de791363","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private appendTypeParameterWithBounds(sb StringBuilder  typeParameter TypeParameterElement) : void from class com.google.auto.value.processor.TypeEncoder"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportsForNoTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportsForNoTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportsForImplicitlyImportedTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportsForImplicitlyImportedTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportsForPlainTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportsForPlainTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","INLINE_VARIABLE","Inline Variable Inline Variable	expectedImports : List<String> in method public testImportsForPlainTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportsForComplicatedTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportsForComplicatedTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportsForArrayTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportsForArrayTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportNestedType() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportNestedType() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testImportsForAmbiguousNames() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testImportsForAmbiguousNames() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testSimplifyJavaLangString() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testSimplifyJavaLangString() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","INLINE_VARIABLE","Inline Variable Inline Variable	string : TypeMirror in method public testSimplifyJavaLangString() : void from class com.google.auto.value.processor.TypeSimplifierTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testSimplifyJavaLangThreadState() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testSimplifyJavaLangThreadState() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","INLINE_VARIABLE","Inline Variable Inline Variable	threadState : TypeMirror in method public testSimplifyJavaLangThreadState() : void from class com.google.auto.value.processor.TypeSimplifierTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testSimplifyJavaLangNamesake() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testSimplifyJavaLangNamesake() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testSimplifyComplicatedTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testSimplifyComplicatedTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testSimplifyMultipleBounds() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testSimplifyMultipleBounds() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	private baseWithoutContainedTypes() : TypeMirror from class com.google.auto.value.processor.TypeSimplifierTest to private baseWithoutContainedTypes() : TypeMirror from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public testErrorTypes() : void from class com.google.auto.value.processor.TypeSimplifierTest to public testErrorTypes() : void from class com.google.auto.value.processor.TypeEncoderTest"
"39b998770ac586c443d26c4507705e30de791363","PARAMETERIZE_VARIABLE","Parameterize Variable Parameterize Variable	a : null to annotation : AnnotationMirror in method private isNullable(annotation AnnotationMirror) : boolean from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","MOVE_AND_RENAME_OPERATION","Move And Rename Method Move And Rename Method	private nullableType(type TypeMirror) : boolean from class com.google.auto.value.processor.AutoValueProcessor.Property to private isNullable(annotation AnnotationMirror) : boolean from class com.google.auto.value.processor.AutoValueProcessor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	Void to StringBuilder in method public visitError(t ErrorType  p StringBuilder) : StringBuilder from class com.google.auto.value.processor.TypeEncoder.EncodingTypeVisitor"
"39b998770ac586c443d26c4507705e30de791363","CHANGE_PARAMETER_TYPE","Change Parameter Type Change Parameter Type	p : Void to p : StringBuilder in method public visitError(t ErrorType  p StringBuilder) : StringBuilder from class com.google.auto.value.processor.TypeEncoder.EncodingTypeVisitor"
"39b998770ac586c443d26c4507705e30de791363","MOVE_OPERATION","Move Method Move Method	public visitError(t ErrorType  p Void) : Void from class com.google.auto.value.processor.TypeSimplifier.ReferencedClassTypeVisitor to public visitError(t ErrorType  p StringBuilder) : StringBuilder from class com.google.auto.value.processor.TypeEncoder.EncodingTypeVisitor"
"ed1d3feeaede2b1a71add2c4a71d9512641fd593","RENAME_METHOD","Rename Method Rename Method	private containsArrayType(types Set<TypeMirror>) : boolean renamed to private containsPrimitiveArrayType(types Set<TypeMirror>) : boolean in class com.google.auto.value.processor.AutoValueProcessor"
"4b17885c08595fff09c1e44cbfe637b9c129180d","INLINE_ATTRIBUTE","Inline Attribute Inline Attribute	private processorName : String in class com.google.auto.common.BasicAnnotationProcessor"
"a9ad8e4b83f0339ddf327f6af8dc4020b9a57559","CHANGE_PARAMETER_TYPE","Change Parameter Type Change Parameter Type	failureStrategy : FailureStrategy to failureMetadata : FailureMetadata in method package MemoizedMethodSubject(failureMetadata FailureMetadata  subject String) from class com.google.auto.value.extension.memoized.MemoizedMethodSubject"
"a9ad8e4b83f0339ddf327f6af8dc4020b9a57559","RENAME_PARAMETER","Rename Parameter Rename Parameter	failureStrategy : FailureStrategy to failureMetadata : FailureMetadata in method package MemoizedMethodSubject(failureMetadata FailureMetadata  subject String) from class com.google.auto.value.extension.memoized.MemoizedMethodSubject"
"a9ad8e4b83f0339ddf327f6af8dc4020b9a57559","RENAME_METHOD","Rename Method Rename Method	public getSubject(fs FailureStrategy  that String) : MemoizedMethodSubject renamed to public createSubject(failureMetadata FailureMetadata  that String) : MemoizedMethodSubject in class com.google.auto.value.extension.memoized.MemoizedMethodSubjectFactory"
"a9ad8e4b83f0339ddf327f6af8dc4020b9a57559","CHANGE_PARAMETER_TYPE","Change Parameter Type Change Parameter Type	fs : FailureStrategy to failureMetadata : FailureMetadata in method public createSubject(failureMetadata FailureMetadata  that String) : MemoizedMethodSubject from class com.google.auto.value.extension.memoized.MemoizedMethodSubjectFactory"
"a9ad8e4b83f0339ddf327f6af8dc4020b9a57559","RENAME_PARAMETER","Rename Parameter Rename Parameter	fs : FailureStrategy to failureMetadata : FailureMetadata in method public createSubject(failureMetadata FailureMetadata  that String) : MemoizedMethodSubject from class com.google.auto.value.extension.memoized.MemoizedMethodSubjectFactory"
"71802f2ae74dae2744abd999f8434e13055c4ee3","EXTRACT_VARIABLE","Extract Variable Extract Variable	expectedString : String in method public testOneTwoThreeFour() : void from class com.google.auto.value.AutoValueTest"
"71802f2ae74dae2744abd999f8434e13055c4ee3","EXTRACT_VARIABLE","Extract Variable Extract Variable	expectedStringX : String in method public testBuilderWithinBuilder() : void from class com.google.auto.value.AutoValueTest"
"71802f2ae74dae2744abd999f8434e13055c4ee3","EXTRACT_VARIABLE","Extract Variable Extract Variable	expectedStringY : String in method public testBuilderWithinBuilder() : void from class com.google.auto.value.AutoValueTest"
"71802f2ae74dae2744abd999f8434e13055c4ee3","ADD_CLASS_ANNOTATION","Add Class Annotation Add Class Annotation	@SupportedOptions(""com.google.auto.value.OmitIdentifiers"") in class com.google.auto.value.processor.AutoValueProcessor"
"39a48e755465ccf90f4c4a8bd98aa688f4698a03","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	values : Map<ExecutableElement AnnotationValue> to values : ImmutableMap.Builder<ExecutableElement AnnotationValue> in method public getAnnotationValuesWithDefaults(annotation AnnotationMirror) : ImmutableMap<ExecutableElement AnnotationValue> from class com.google.auto.common.AnnotationMirrors"
"39a48e755465ccf90f4c4a8bd98aa688f4698a03","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	Map<ExecutableElement AnnotationValue> to ImmutableMap<ExecutableElement AnnotationValue> in method public getAnnotationValuesWithDefaults(annotation AnnotationMirror) : ImmutableMap<ExecutableElement AnnotationValue> from class com.google.auto.common.AnnotationMirrors"
"5fe00a6e0bd605c57e5a127f0b0378dd33b673b8","CHANGE_PARAMETER_TYPE","Change Parameter Type Change Parameter Type	original : URLClassLoader to original : ClassLoader in method package ShadowLoader(original ClassLoader  exception Exception) from class com.google.auto.value.processor.TemplateVarsTest.ShadowLoader"
"5fe00a6e0bd605c57e5a127f0b0378dd33b673b8","INLINE_VARIABLE","Inline Variable Inline Variable	myLoader : URLClassLoader in method private doTestBrokenInputStream(exception Exception) : void from class com.google.auto.value.processor.TemplateVarsTest"
"0eccc47585567b04622d9c528ed98852b908509d","ADD_PARAMETER","Add Parameter Add Parameter	elements : Elements in method package FactoryWriter(filer Filer  elements Elements) from class com.google.auto.factory.processor.FactoryWriter"
"56f6ce2ec13f4a0eb558c48cd11e44b1633ab229","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	Predicate<Element> to Predicate<T> in method public hasModifiers(modifiers Modifier...) : Predicate<T> from class com.google.auto.common.MoreElements"
"56f6ce2ec13f4a0eb558c48cd11e44b1633ab229","CHANGE_PARAMETER_TYPE","Change Parameter Type Change Parameter Type	input : Element to input : T in method public apply(input T) : boolean from class com.google.auto.common.MoreElements.hasModifiers.new Predicate<T>"
"56f6ce2ec13f4a0eb558c48cd11e44b1633ab229","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	Predicate<Element> to Predicate<T> in method public hasModifiers(modifiers Set<Modifier>) : Predicate<T> from class com.google.auto.common.MoreElements"
"b79c170296466e6b19b2d61ea5ee4a4f302d4947","RENAME_CLASS","Rename Class Rename Class	tests.NestedClasses_CustomNamedFactory renamed to tests.NestedClassCustomNamedFactory"
"b79c170296466e6b19b2d61ea5ee4a4f302d4947","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@AutoFactory(className = ""CustomNamedFactory"") to @AutoFactory(className = ""NestedClassCustomNamedFactory"") in class tests.NestedClasses.SimpleNestedClassWithCustomFactory"
"09ae876d10d5a63c66149fb001ea426098168e7d","RENAME_PARAMETER","Rename Parameter Rename Parameter	excludedAnnotations : ImmutableSet<String> to annotations : ImmutableList<String> in method package Property(name String  identifier String  method ExecutableElement  type String  typeSimplifier TypeSimplifier  annotations ImmutableList<String>) from class com.google.auto.value.processor.AutoValueProcessor.Property"
"09ae876d10d5a63c66149fb001ea426098168e7d","CHANGE_PARAMETER_TYPE","Change Parameter Type Change Parameter Type	excludedAnnotations : ImmutableSet<String> to annotations : ImmutableList<String> in method package Property(name String  identifier String  method ExecutableElement  type String  typeSimplifier TypeSimplifier  annotations ImmutableList<String>) from class com.google.auto.value.processor.AutoValueProcessor.Property"
"09ae876d10d5a63c66149fb001ea426098168e7d","EXTRACT_OPERATION","Extract Method Extract Method	private propertyMethodAnnotations(type TypeElement  method ExecutableElement  excludedAnnotationsMap ImmutableSetMultimap<ExecutableElement String>  typeSimplifier TypeSimplifier) : ImmutableList<String> extracted from private defineVarsForType(type TypeElement  vars AutoValueTemplateVars  toBuilderMethods ImmutableSet<ExecutableElement>  propertyMethods ImmutableSet<ExecutableElement>  builder Optional<BuilderSpec.Builder>) : TypeSimplifier in class com.google.auto.value.processor.AutoValueProcessor"
"09ae876d10d5a63c66149fb001ea426098168e7d","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	excludedAnnotations : ImmutableSet<String> to annotations : ImmutableList<String> in method private defineVarsForType(type TypeElement  vars AutoValueTemplateVars  toBuilderMethods ImmutableSet<ExecutableElement>  propertyMethods ImmutableSet<ExecutableElement>  builder Optional<BuilderSpec.Builder>) : TypeSimplifier from class com.google.auto.value.processor.AutoValueProcessor"
"09ae876d10d5a63c66149fb001ea426098168e7d","RENAME_VARIABLE","Rename Variable Rename Variable	excludedAnnotations : ImmutableSet<String> to annotations : ImmutableList<String> in method private defineVarsForType(type TypeElement  vars AutoValueTemplateVars  toBuilderMethods ImmutableSet<ExecutableElement>  propertyMethods ImmutableSet<ExecutableElement>  builder Optional<BuilderSpec.Builder>) : TypeSimplifier from class com.google.auto.value.processor.AutoValueProcessor"
"09ae876d10d5a63c66149fb001ea426098168e7d","ADD_PARAMETER","Add Parameter Add Parameter	autoValueType : Element in method private copyAnnotations(autoValueType Element  typeOrMethod Element  typeSimplifier TypeSimplifier  excludedAnnotations Set<String>) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor"
"09ae876d10d5a63c66149fb001ea426098168e7d","REMOVE_METHOD_MODIFIER","Remove Method Modifier Remove Method Modifier	static in method private copyAnnotations(typeOrMethod Element  typeSimplifier TypeSimplifier  excludedAnnotations Set<String>) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor"
"8a5286e2a33ad4d3f3e0a206f7bda045407b19ca","EXTRACT_VARIABLE","Extract Variable Extract Variable	excluded : Set<String> in method private buildAnnotations(typeSimplifier TypeSimplifier  excludedAnnotations ImmutableSet<String>) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor.Property"
"8a5286e2a33ad4d3f3e0a206f7bda045407b19ca","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	final in method public getNullableAnnotation() : String from class com.google.auto.value.processor.AutoValueProcessor.Property"
"8a5286e2a33ad4d3f3e0a206f7bda045407b19ca","MERGE_CONDITIONAL","Merge Conditional Merge Conditional	[if(AUTO_VALUE_CLASSNAME_PATTERN.matcher(annotationFqName).matches())  if(!excludedAnnotations.contains(annotationFqName))] to if(!AUTO_VALUE_CLASSNAME_PATTERN.matcher(annotationFqName).matches() && !excludedAnnotations.contains(annotationFqName)) in method private copyAnnotations(typeOrMethod Element  typeSimplifier TypeSimplifier  excludedAnnotations Set<String>) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor"
"8a5286e2a33ad4d3f3e0a206f7bda045407b19ca","RENAME_PARAMETER","Rename Parameter Rename Parameter	type : Element to typeOrMethod : Element in method private copyAnnotations(typeOrMethod Element  typeSimplifier TypeSimplifier  excludedAnnotations Set<String>) : ImmutableList<String> from class com.google.auto.value.processor.AutoValueProcessor"
"cd04524bf004fc3a26e1ba57d8dfb44e121a66c2","EXTRACT_OPERATION","Extract Method Extract Method	package declaredTypeName(type DeclaredType) : String extracted from public visitDeclared(type DeclaredType  sb StringBuilder) : StringBuilder in class com.google.auto.value.processor.TypeSimplifier.ToStringTypeVisitor"
"7c7b50a47e7ae4a248bea7a36d7bf049e3453bcd","CHANGE_OPERATION_ACCESS_MODIFIER","Change Method Access Modifier Change Method Access Modifier	public to private in method private checkNotNull(reference T  argumentIndex int) : T from class tests.ClassUsingQualifierWithArgsFactory"
"7c7b50a47e7ae4a248bea7a36d7bf049e3453bcd","MOVE_OPERATION","Move Method Move Method	public checkNotNull(reference T  argumentIndex int) : T from class com.google.auto.factory.internal.Preconditions to private checkNotNull(reference T  argumentIndex int) : T from class tests.ClassUsingQualifierWithArgsFactory"
"28204b326d983ed14f02f13baab75d85ba10afcb","REPLACE_LOOP_WITH_PIPELINE","Replace Loop With Pipeline Replace Loop With Pipeline	for(value: list) with return list.stream().map(av -> av.getValue()).anyMatch(""mutable""::equals)  in method public visitArray(list List<? extends AnnotationValue>  p Void) : Boolean from class com.google.auto.value.processor.AutoValueProcessor.ContainsMutableVisitor"
"28204b326d983ed14f02f13baab75d85ba10afcb","REPLACE_LOOP_WITH_PIPELINE","Replace Loop With Pipeline Replace Loop With Pipeline	for(deferred: deferredTypeNames) with List<TypeElement> deferredTypes=deferredTypeNames.stream().map(name -> processingEnv.getElementUtils().getTypeElement(name)).collect(toList())  in method public process(annotations Set<? extends TypeElement>  roundEnv RoundEnvironment) : boolean from class com.google.auto.value.processor.AutoValueProcessor"
"28204b326d983ed14f02f13baab75d85ba10afcb","RENAME_VARIABLE","Rename Variable Rename Variable	deferred : String to name : null in method public process(annotations Set<? extends TypeElement>  roundEnv RoundEnvironment) : boolean from class com.google.auto.value.processor.AutoValueProcessor"
"28204b326d983ed14f02f13baab75d85ba10afcb","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	maybeAnnotation : Optional<AnnotationMirror> to maybeAnnotation : com.google.common.base.Optional<AnnotationMirror> in method private warnAboutPrimitiveArrays(autoValueClass TypeElement  getter ExecutableElement) : void from class com.google.auto.value.processor.AutoValueProcessor"
